timestamp,frame_index,structural_dx_pixels,structural_dy_pixels,structural_displacement_pixels,velocity_x_pixels_s,velocity_y_pixels_s,velocity_magnitude_pixels_s,acceleration_x_pixels_s2,acceleration_y_pixels_s2,acceleration_magnitude_pixels_s2,optical_dominant_frequency_hz,valid_feature_count,tracking_quality,measurement_valid,camera_fps
106626.679,131,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7113,19,GOOD,True,30.2161
106626.7103,132,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7115,19,GOOD,True,30.1866
106626.7402,133,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7115,19,GOOD,True,30.2179
106626.7721,134,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7113,19,GOOD,True,30.2138
106626.8048,135,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7109,19,GOOD,True,30.1517
106626.8338,136,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7112,19,GOOD,True,30.2237
106626.8637,137,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7116,19,GOOD,True,30.8582
106626.9101,138,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.9494,19,GOOD,True,30.3254
106626.9411,139,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.9493,19,GOOD,True,30.2774
106626.9729,140,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,1.1865,19,GOOD,True,30.2168
106627.0046,141,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,1.4243,19,GOOD,True,30.2067
106627.036,142,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,1.895,19,GOOD,True,30.2181
106627.0661,143,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,2.6061,19,GOOD,True,30.2266
106627.096,144,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,4.5033,19,GOOD,True,30.82
106627.1277,145,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7109,19,GOOD,True,30.7379
106627.1739,146,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.7084,19,GOOD,True,30.21
106627.2053,147,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1774
106627.2359,148,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1732
106627.2668,149,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.2164
106627.2975,150,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.2663
106627.3287,151,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.7373
106627.3599,152,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.632
106627.4065,153,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1937
106627.4381,154,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1491
106627.4718,155,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.0783
106627.5013,156,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1538
106627.5297,157,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.2521
106627.5617,158,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1952
106627.5936,159,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6569
106627.6239,160,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6915
106627.657,161,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6327
106627.7041,162,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.0865
106627.7353,163,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.108
106627.7645,164,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.2185
106627.7953,165,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1604
106627.826,166,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.134
106627.858,167,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.5933
106627.8898,168,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.5658
106627.9214,169,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.5737
106627.9666,170,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1449
106627.9974,171,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1646
106628.0283,172,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1376
106628.0592,173,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1074
106628.0904,174,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1241
106628.1214,175,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6063
106628.1532,176,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.5959
106628.1988,177,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1169
106628.2288,178,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1449
106628.2596,179,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1426
106628.2903,180,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1585
106628.3223,181,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.133
106628.3538,182,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6137
106628.3856,183,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6075
106628.4157,184,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.7224
106628.4603,185,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.2406
106628.4937,186,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.0844
106628.5235,187,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1508
106628.5553,188,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1571
106628.5869,189,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1153
106628.6193,190,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1359
106628.6496,191,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6713
106628.679,192,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.7327
106628.7262,193,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.156
106628.7575,194,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1393
106628.7889,195,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1169
